,key,Start,End,segment,PN6,PN7,PN8,PN9,PN13,PN14,PN15,PN16,PN17,PN22,PN24,PN25,PN31,PN32,PN33,PN38,PN40,PN41,PN42,PN45,PN46,PN47,PN48,sum_reads,classification,max_diff,slope,rank,cluster
10042,PA_310_1873,310,1873,PA,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,16.0,de_novo_loss,6.0,0.016798418972332023,4393.5,5.0
9118,PA_268_360,268,360,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,0.04743083003952568,4393.5,5.0
6862,PA_189_261,189,261,PA,0.0,0.0,2.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,de_novo_loss,6.0,-0.08596837944664032,4393.5,5.0
10866,PA_376_1789,376,1789,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,0.04150197628458497,4393.5,5.0
6561,PA_1861_1954,1861,1954,PA,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.05928853754940711,4393.5,5.0
8102,PA_228_1993,228,1993,PA,0.0,0.0,0.0,3.0,0.0,2.0,4.0,5.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,de_novo_loss,6.0,-0.08399209486166008,4393.5,5.0
10807,PA_370_1844,370,1844,PA,0.0,1.0,0.0,6.0,6.0,5.0,5.0,2.0,0.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,44.0,de_novo_loss,6.0,-0.10671936758893281,4393.5,5.0
5705,PA_166_1924,166,1924,PA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,de_novo_loss,6.0,0.024703557312252957,4393.5,5.0
6877,PA_1903_1954,1903,1954,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,12.0,de_novo_loss,6.0,0.07905138339920949,4393.5,5.0
5399,PA_158_2078,158,2078,PA,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.0533596837944664,4393.5,5.0
9696,PA_297_1937,297,1937,PA,0.0,4.0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,de_novo_loss,6.0,-0.07905138339920949,4393.5,5.0
4277,PA_130_1922,130,1922,PA,0.0,0.0,1.0,3.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,de_novo_loss,6.0,-0.07707509881422925,4393.5,5.0
9218,PA_277_1928,277,1928,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,0.04743083003952568,4393.5,5.0
11616,PA_471_2061,471,2061,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,de_novo_loss,6.0,0.0533596837944664,4393.5,5.0
10203,PA_316_1990,316,1990,PA,0.0,4.0,6.0,2.0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,de_novo_loss,6.0,-0.1689723320158103,4393.5,5.0
11222,PA_411_1990,411,1990,PA,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,5.0,0.0,0.0,24.0,de_novo_loss,6.0,0.06225296442687745,4393.5,5.0
11123,PA_407_1915,407,1915,PA,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.0533596837944664,4393.5,5.0
11088,PA_402_2016,402,2016,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,6.0,-0.027667984189723323,4393.5,5.0
8677,PA_247_1789,247,1789,PA,0.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,6.0,-0.07509881422924901,4393.5,5.0
8422,PA_239_1959,239,1959,PA,0.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,6.0,-0.08102766798418971,4393.5,5.0
4887,PA_142_2002,142,2002,PA,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,6.0,-0.07806324110671936,4393.5,5.0
12080,PA_682_1491,682,1491,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,8.0,de_novo_loss,6.0,0.06719367588932808,4393.5,5.0
3931,PA_122_1902,122,1902,PA,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.04150197628458499,4393.5,5.0
8812,PA_253_1889,253,1889,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.01185770750988142,4393.5,5.0
7914,PA_210_2067,210,2067,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,6.0,-0.014822134387351778,4393.5,5.0
5851,PA_1699_1746,1699,1746,PA,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,13.0,de_novo_loss,6.0,0.02865612648221344,4393.5,5.0
11179,PA_410_1887,410,1887,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,6.0,-0.022727272727272728,4393.5,5.0
5346,PA_157_1887,157,1887,PA,0.0,1.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,de_novo_loss,6.0,-0.11561264822134386,4393.5,5.0
3950,PA_122_196,122,196,PA,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.0533596837944664,4393.5,5.0
6878,PA_1904_1931,1904,1931,PA,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.04743083003952569,4393.5,5.0
3581,PA_116_157,116,157,PA,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,6.0,-0.032608695652173905,4393.5,5.0
7549,PA_2026_2090,2026,2090,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.01185770750988142,4393.5,5.0
10799,PA_370_1789,370,1789,PA,0.0,2.0,0.0,2.0,4.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,26.0,de_novo_loss,6.0,-0.05138339920948616,4393.5,5.0
4569,PA_137_190,137,190,PA,0.0,3.0,5.0,3.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,6.0,2.0,2.0,0.0,40.0,de_novo_loss,6.0,-0.030632411067193676,4393.5,5.0
9520,PA_293_2019,293,2019,PA,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.04743083003952569,4393.5,5.0
7583,PA_203_1713,203,1713,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,0.011857707509881417,4393.5,5.0
10390,PA_342_1868,342,1868,PA,0.0,2.0,0.0,4.0,2.0,2.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,de_novo_loss,6.0,-0.08102766798418971,4393.5,5.0
8442,PA_240_1882,240,1882,PA,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,6.0,-0.06818181818181818,4393.5,5.0
4054,PA_124_1873,124,1873,PA,0.0,5.0,0.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,40.0,de_novo_loss,6.0,-0.006916996047430833,4393.5,5.0
7542,PA_2025_2075,2025,2075,PA,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.04743083003952569,4393.5,5.0
12447,PA_85_2063,85,2063,PA,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.05928853754940711,4393.5,5.0
4092,PA_124_2070,124,2070,PA,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,6.0,-0.05928853754940711,4393.5,5.0
3709,PA_119_1908,119,1908,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,11.0,de_novo_loss,6.0,0.05434782608695652,4393.5,5.0
7741,PA_206_1828,206,1828,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.01185770750988142,4393.5,5.0
10414,PA_342_377,342,377,PA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,10.0,de_novo_loss,6.0,0.05533596837944665,4393.5,5.0
3812,PA_120_2074,120,2074,PA,0.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,de_novo_loss,6.0,-0.09782608695652173,4393.5,5.0
8764,PA_249_1889,249,1889,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,0.011857707509881417,4393.5,5.0
8379,PA_235_1985,235,1985,PA,0.0,2.0,6.0,4.0,5.0,1.0,5.0,2.0,6.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,de_novo_loss,6.0,-0.18774703557312253,4393.5,5.0
8672,PA_247_1739,247,1739,PA,0.0,0.0,0.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,de_novo_loss,6.0,-0.05138339920948616,4393.5,5.0
5957,PA_171_1940,171,1940,PA,0.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,6.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,25.0,de_novo_loss,6.0,-0.03162055335968379,4393.5,5.0
5407,PA_159_1936,159,1936,PA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,5.0,4.0,1.0,0.0,25.0,de_novo_loss,6.0,0.12845849802371537,4393.5,5.0
7194,PA_195_1746,195,1746,PA,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,de_novo_loss,6.0,-0.05335968379446641,4393.5,5.0
6349,PA_181_1989,181,1989,PA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,de_novo_loss,6.0,0.0009881422924901146,4393.5,5.0
5287,PA_156_1906,156,1906,PA,0.0,1.0,3.0,0.0,5.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,de_novo_loss,6.0,-0.08794466403162055,4393.5,5.0
9219,PA_277_1929,277,1929,PA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,de_novo_loss,6.0,-0.030632411067193676,4393.5,5.0
9587,PA_294_2011,294,2011,PA,0.0,5.0,1.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,de_novo_loss,6.0,-0.10375494071146242,4393.5,5.0
8641,PA_246_1880,246,1880,PA,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,6.0,-0.034584980237154145,4393.5,5.0
10587,PA_354_1887,354,1887,PA,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.029644268774703556,4393.5,5.0
6659,PA_1876_1960,1876,1960,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,0.04743083003952568,4393.5,5.0
5492,PA_163_1789,163,1789,PA,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,6.0,-0.035573122529644265,4393.5,5.0
7099,PA_194_1808,194,1808,PA,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,de_novo_loss,5.0,-0.10968379446640317,5763.0,5.0
12179,PA_80_147,80,147,PA,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.05434782608695652,5763.0,5.0
7985,PA_216_1993,216,1993,PA,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,de_novo_loss,5.0,-0.08992094861660078,5763.0,5.0
10686,PA_359_383,359,383,PA,0.0,1.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,de_novo_loss,5.0,-0.07905138339920949,5763.0,5.0
12270,PA_82_1948,82,1948,PA,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,de_novo_loss,5.0,-0.07015810276679842,5763.0,5.0
5481,PA_162_2005,162,2005,PA,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.049407114624505914,5763.0,5.0
12524,PA_894_1808,894,1808,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,0.001976284584980235,5763.0,5.0
10231,PA_318_1832,318,1832,PA,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,de_novo_loss,5.0,-0.04644268774703557,5763.0,5.0
7849,PA_208_1580,208,1580,PA,0.0,0.0,4.0,0.0,0.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,de_novo_loss,5.0,-0.0859683794466403,5763.0,5.0
10104,PA_313_1990,313,1990,PA,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,de_novo_loss,5.0,-0.05533596837944665,5763.0,5.0
11274,PA_413_1716,413,1716,PA,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,14.0,de_novo_loss,5.0,-0.001976284584980247,5763.0,5.0
3982,PA_122_259,122,259,PA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,de_novo_loss,5.0,0.032608695652173905,5763.0,5.0
7641,PA_204_1873,204,1873,PA,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,de_novo_loss,5.0,-0.04347826086956522,5763.0,5.0
5699,PA_166_1906,166,1906,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,de_novo_loss,5.0,-0.031620553359683785,5763.0,5.0
5919,PA_170_220,170,220,PA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,de_novo_loss,5.0,-0.03853754940711463,5763.0,5.0
6505,PA_184_2012,184,2012,PA,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,de_novo_loss,5.0,-0.020750988142292485,5763.0,5.0
4446,PA_135_185,135,185,PA,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,14.0,de_novo_loss,5.0,-0.056324110671936774,5763.0,5.0
12359,PA_84_1906,84,1906,PA,0.0,2.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,de_novo_loss,5.0,-0.0741106719367589,5763.0,5.0
6102,PA_175_1947,175,1947,PA,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,de_novo_loss,5.0,-0.056324110671936746,5763.0,5.0
4704,PA_138_217,138,217,PA,0.0,3.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,de_novo_loss,5.0,-0.06916996047430829,5763.0,5.0
5678,PA_165_2142,165,2142,PA,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,de_novo_loss,5.0,0.008893280632411064,5763.0,5.0
5117,PA_149_1986,149,1986,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.037549407114624504,5763.0,5.0
5716,PA_166_1975,166,1975,PA,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.01185770750988142,5763.0,5.0
6346,PA_181_1953,181,1953,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.01284584980237154,5763.0,5.0
11466,PA_452_2064,452,2064,PA,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,de_novo_loss,5.0,-0.0266798418972332,5763.0,5.0
6894,PA_190_1917,190,1917,PA,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.07509881422924901,5763.0,5.0
6935,PA_191_2027,191,2027,PA,0.0,2.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.09189723320158105,5763.0,5.0
9388,PA_289_2027,289,2027,PA,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.034584980237154145,5763.0,5.0
3606,PA_117_147,117,147,PA,0.0,4.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,de_novo_loss,5.0,-0.08102766798418971,5763.0,5.0
10127,PA_315_1801,315,1801,PA,0.0,0.0,0.0,2.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.06521739130434782,5763.0,5.0
11162,PA_409_2056,409,2056,PA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,de_novo_loss,5.0,0.011857707509881426,5763.0,5.0
8607,PA_245_2085,245,2085,PA,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.06521739130434782,5763.0,5.0
10240,PA_318_1945,318,1945,PA,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.05632411067193677,5763.0,5.0
7527,PA_201_233,201,233,PA,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,de_novo_loss,5.0,-0.029644268774703553,5763.0,5.0
8864,PA_256_2063,256,2063,PA,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,de_novo_loss,5.0,-0.05335968379446641,5763.0,5.0
